Text,Review-sentiment,Review-basic-sentiment
"This is a little gray square, with one corner missing.  It holds just short of 32gb of data, and transfers it at just short of 30MB/s, as expected.  I use in in my cameras, which is what it's designed for, and it works as designed.",Strongly Positive,Positive
I've had Zune music players and with this memory card I could copy all of my CD library and play from my Samsung Galaxy 4.  I forget how many CDs but at least 400 and thousands of songs.  Beats paying network charges and I can move them to my next phone by just moving the card/,Strongly Positive,Positive
I bought this for my son's Samsung Galaxy MP3 player(an Android -Version 2.3 Gingerbread device) to replace a class 4 8GB. He was thrilled with the noticeable difference in performance in the device.,Strongly Positive,Positive
I am using this in my Samsung galaxy smart phone and I did not find any issue. easy to access,Strongly Positive,Positive
I recently upgrade my cellphone to the Samsung Galaxy Note II super phone and needed/wanted a larger memory card.  This unit is much better than I could've every ask for with it performance and reliability.,Strongly Positive,Positive
"This speedy high capacity memory augmentation recalls more than my 27 years in school. Great price, excellent product. Expect no complaints from your purchase.",Strongly Positive,Positive
"My gf wanted music on here phone so I got her this, she hasnt put any music on her phone yet so I cant say how well or not this works, but the phone recognized it and its been sitting in there for a couple months now.",Neutral,Neutral
"Love this chip,... bought this for my Samsung S4, it works well and fast.... No issues with it, so I bought one for my mom....",Strongly Positive,Positive
These work great in a GoPro Hero 3+ Black.,Strongly Positive,Positive
"The memory card runs smooth, and is as it says, class 10. The card also comes at a very good price.",Strongly Positive,Positive
"Thanks to reviewers, I knew what to buy, b4 we ever got our Galaxy3 cell phones, (gift from my niece), *will be here tomorrow--same day as our SanDisk! Thank you for your time sharing your thoughts and opinions!  It was/is appreciated!",Strongly Positive,Positive
Just what I needed for more storage on my phone. Don't know why but I've always bought the SanDisk brand and always been happy with the product. I have a few of these in varying sizes.Deb,Strongly Positive,Positive
We ordered two of these for our Samsung Galaxy S3 phones. They work perfectly!  Exactly what we wanted and needed:),Strongly Positive,Positive
No problems I have two and I bought one for a family member. She loves it. I need four more words. I will keep buying it.,Strongly Positive,Positive
Thank you Amazon for showing me what type of Memory Card and Adapter that I needed. I love buying everything I need at once to use my electronics purchases.,Strongly Positive,Positive
Has worked perfectly since the day I got it. No hassles or problems so far. Holds everything that I would ever want to store on it.,Strongly Positive,Positive
"I put in my IdeaTab and what do you know? another 60 GB of space for documents. So far, no issues at all.",Strongly Positive,Positive
"I bought this to add storage to my 16GB GS4, which only ended up having around 10GB on arrival. The transfer speeds are great, I was able to copy my entire music library over in minutes!",Strongly Positive,Positive
very affordable memory with a lot of storage this was an excellent purchase that was worth it thank every one,Strongly Positive,Positive
"I don't think there is much I can say about this little card/adapter. It was purchased with a Magic Wand Scanner that we use at work to capture images with a quick swipe across a wall chart/map. This card stores plenty of images, it keeps up with the scanner, the adapter works great, and it hasn't failed to store or transfer a image yet.",Strongly Positive,Positive
I didn't really need this for my phone but I figured I may as well get it. Got to love 32gb of storage. Works good for when recording 1080P video.,Strongly Positive,Positive
"this is a great product but with over production comes some small issues at times, my phone will say that my card is damaged sometimes so I have to reboot, not sure if it's the phone or the card, I got 2 of these one for me and the wife, her's never have any issues. I can live with it, it happens every so often ...",Neutral,Neutral
"purchased in Florida so the price was just fab, the card is excellent and very fast with my Gopro hero 3 and an absolute must",Strongly Positive,Positive
Better price than the Samsung branded card and works as well or better. Make sure that you check the requirements of the device that you have so you get the best card for your device.,Strongly Positive,Positive
This was what I needed for extra space and to store more music.  This works great on my Samsung S4,Strongly Positive,Positive
Put in camera and started taking picture without even formatting the disk.Although it only recognizes about 29 GBs .  ( makes me think why?)I think there may be some SanDisk Tools hidden on the disk.The bright coloring makes easy to find in the camera bag.,Strongly Positive,Positive
So far it is working fine with the Samsung Galaxy Note 8.0. Access to videos and music on the card is very fast.,Strongly Positive,Positive
I bought a new phone and got this chip because it was the largest the phone would accept.  I keep a lot of pictures on it.  100% satisfied.,Strongly Positive,Positive
Had the 32GB SD Card for a 4 months before it died on me. Tried to swap it out and said warranty was only 60 days long. Last SanDisk product I ever buy.,Strongly Negative,Negative
